student_id,first_name,last_name,email,school_email,gender,dob,class_year,grad_year,ethnicity,cd_major,cd_minor,campus_phone,cell_phone,student_photo,active_flag,create_date,last_update_date,updated_by_user_id,optimistic_lock,locked_by_user_id
1055,Leshia,Best,lbest1i@example.com,Best1055@kuromaku-u.org,F,1/20/08,2030,2030,WHT,MEC,ENG,970-111-5054,914-555-0164,1055.png,t,3/27/20,3/27/20,,,
1056,Orazio,Matteris,omatteris1j@example.com,Matteris1056@kuromaku-u.org,M,3/20/08,2030,2030,HSP,MAT,UND,970-111-5055,915-555-0114,1056.png,t,3/27/20,3/27/20,,,
1057,Wynn,McGlaud,wmcglaud1k@example.com,McGlaud1057@kuromaku-u.org,M,10/28/06,2029,2029,WHT,AER,UND,970-111-5056,850-555-0127,1057.png,t,3/27/20,3/27/20,,,
1058,Demeter,Whorall,dwhorall1l@example.com,Whorall1058@kuromaku-u.org,F,12/18/04,2027,2027,ASN,MAN,UND,970-111-5057,304-555-0193,1058.png,t,3/27/20,3/27/20,,,
1059,Tabbi,Hush,thush1m@example.com,Hush1059@kuromaku-u.org,F,11/28/07,2030,2030,ASN,MAT,UND,970-111-5058,432-555-0157,1059.png,t,3/27/20,3/27/20,,,
1060,Jennee,Goldston,jgoldston1n@example.org,Goldston1060@kuromaku-u.org,F,4/23/06,2028,2028,AFR,MEC,UND,970-111-5059,303-555-0143,1060.png,t,3/27/20,3/27/20,,,
1061,Rosalind,Burfield,rburfield1o@example.com,Burfield1061@kuromaku-u.org,F,1/27/08,2030,2030,HSP,MAN,CHE,970-111-5060,228-555-0147,1061.png,t,3/27/20,3/27/20,,,
1062,Worthington,Somerton,wsomerton1p@example.com,Somerton1062@kuromaku-u.org,M,6/13/08,2030,2030,HSP,ENG,NUC,970-111-5061,913-555-0127,1062.png,t,3/27/20,3/27/20,,,
1063,Bel,Phillpotts,bphillpotts1q@example.org,Phillpotts1063@kuromaku-u.org,F,4/27/07,2029,2029,AFR,MAN,UND,970-111-5062,251-555-0181,1063.png,t,3/27/20,3/27/20,,,
1064,Lydon,Tours,ltours1r@example.com,Tours1064@kuromaku-u.org,M,10/25/06,2029,2029,HSP,ENG,AER,970-111-5063,502-555-0123,1064.png,t,3/27/20,3/27/20,,,
1065,Essie,Berney,eberney1s@example.com,Berney1065@kuromaku-u.org,F,8/26/07,2029,2029,WHT,NUC,UND,970-111-5064,201-555-0132,1065.png,t,3/27/20,3/27/20,,,
1066,Brigid,Calabry,bcalabry1t@example.com,Calabry1066@kuromaku-u.org,F,4/13/05,2027,2027,ASN,CHE,AER,970-111-5065,918-555-0174,1066.png,t,3/27/20,3/27/20,,,
1067,Delbert,Oxlee,doxlee1u@example.com,Oxlee1067@kuromaku-u.org,M,11/13/06,2029,2029,ASN,ENG,NUC,970-111-5066,801-555-0118,1067.png,t,3/27/20,3/27/20,,,
1068,Lem,Ditt,lditt1v@example.com,Ditt1068@kuromaku-u.org,M,7/29/06,2028,2028,WHT,MAN,COM,970-111-5067,217-555-0146,1068.png,t,3/27/20,3/27/20,,,
1069,Aeriela,Dillingstone,adillingstone1w@example.com,Dillingstone1069@kuromaku-u.org,F,3/7/08,2030,2030,HSP,NUC,UND,970-111-5068,609-555-0175,1069.png,t,3/27/20,3/27/20,,,
1070,Maynord,Tremmil,mtremmil1x@example.com,Tremmil1070@kuromaku-u.org,M,1/19/08,2030,2030,WHT,NUC,UND,970-111-5069,304-555-0135,1070.png,t,3/27/20,3/27/20,,,
1071,May,Lapere,mlapere1y@example.net,Lapere1071@kuromaku-u.org,F,5/22/08,2030,2030,HSP,CHE,MAN,970-111-5070,415-555-0173,1071.png,t,3/27/20,3/27/20,,,
1072,Lona,Macbane,lmacbane1z@example.org,Macbane1072@kuromaku-u.org,F,4/14/07,2029,2029,HSP,MEC,UND,970-111-5071,786-555-0108,1072.png,t,3/27/20,3/27/20,,,
1073,Baron,Klainman,bklainman20@example.com,Klainman1073@kuromaku-u.org,M,4/18/06,2028,2028,ASN,ENG,MEC,970-111-5072,352-555-0199,1073.png,t,3/27/20,3/27/20,,,
1074,Titos,Ogger,togger21@example.com,Ogger1074@kuromaku-u.org,M,12/21/05,2028,2028,WHT,MAT,UND,970-111-5073,432-555-0199,1074.png,t,3/27/20,3/27/20,,,
1075,Isak,Hoggan,ihoggan22@example.com,Hoggan1075@kuromaku-u.org,M,2/15/07,2029,2029,AFR,MAN,UND,970-111-5074,585-555-0148,1075.png,t,3/27/20,3/27/20,,,
1076,Penelope,Kerrigan,pkerrigan23@example.com,Kerrigan1076@kuromaku-u.org,F,11/2/05,2028,2028,ASN,CIV,CHE,970-111-5075,920-555-0103,1076.png,t,3/27/20,3/27/20,,,
1077,Brandon,Craddock,bcraddock24@example.com,Craddock1077@kuromaku-u.org,M,9/30/05,2028,2028,HSP,MAT,UND,970-111-5076,703-555-0151,1077.png,t,3/27/20,3/27/20,,,
1078,Tedda,Florez,tflorez25@example.org,Florez1078@kuromaku-u.org,F,5/22/08,2030,2030,ASN,NUC,UND,970-111-5077,772-555-0131,1078.png,t,3/27/20,3/27/20,,,
1079,Maurits,Harryman,mharryman26@example.com,Harryman1079@kuromaku-u.org,M,7/21/07,2029,2029,AFR,ENG,MAN,970-111-5078,704-555-0112,1079.png,t,3/27/20,3/27/20,,,
1080,Alfy,Freear,afreear27@example.com,Freear1080@kuromaku-u.org,F,5/10/05,2027,2027,AFR,MAT,UND,970-111-5079,763-555-0119,1080.png,t,3/27/20,3/27/20,,,
1081,Baron,Brompton,bbrompton28@example.net,Brompton1081@kuromaku-u.org,M,9/25/06,2029,2029,HSP,MEC,CHE,970-111-5080,281-555-0182,1081.png,t,3/27/20,3/27/20,,,
1082,Stanleigh,Rutter,srutter29@example.com,Rutter1082@kuromaku-u.org,M,1/24/08,2030,2030,WHT,NUC,UND,970-111-5081,904-555-0132,1082.png,t,3/27/20,3/27/20,,,
1083,Alyse,Omond,aomond2a@example.net,Omond1083@kuromaku-u.org,F,3/8/08,2030,2030,AFR,MAN,UND,970-111-5082,202-555-0101,1083.png,t,3/27/20,3/27/20,,,
1084,Marcus,Judson,mjudson2b@example.com,Judson1084@kuromaku-u.org,M,4/4/05,2027,2027,ASN,AER,UND,970-111-5083,312-555-0112,1084.png,t,3/27/20,3/27/20,,,
1085,Collen,Grocutt,cgrocutt2c@example.com,Grocutt1085@kuromaku-u.org,F,11/29/06,2029,2029,HSP,MAT,UND,970-111-5084,915-555-0162,1085.png,t,3/27/20,3/27/20,,,
1086,Bekki,Perris,bperris2d@example.com,Perris1086@kuromaku-u.org,F,6/25/06,2028,2028,HSP,CIV,UND,970-111-5085,937-555-0151,1086.png,t,3/27/20,3/27/20,,,
1087,Kevon,Bolton,kbolton2e@example.com,Bolton1087@kuromaku-u.org,M,11/21/07,2030,2030,HSP,MAN,UND,970-111-5086,314-555-0193,1087.png,t,3/27/20,3/27/20,,,
1088,Cull,Bernli,cbernli2f@example.com,Bernli1088@kuromaku-u.org,M,8/30/08,2030,2030,ASN,MAT,UND,970-111-5087,619-555-0136,1088.png,t,3/27/20,3/27/20,,,
1089,Olympe,Vibert,ovibert2g@example.net,Vibert1089@kuromaku-u.org,F,6/14/05,2027,2027,ASN,MAT,UND,970-111-5088,651-555-0157,1089.png,t,3/27/20,3/27/20,,,
1090,Karyn,Barthelet,kbarthelet2h@example.com,Barthelet1090@kuromaku-u.org,F,4/26/08,2030,2030,ASN,ENG,UND,970-111-5089,954-555-0182,1090.png,t,3/27/20,3/27/20,,,
1091,Julian,Wichard,jwichard2i@example.net,Wichard1091@kuromaku-u.org,M,4/19/08,2030,2030,ASN,COM,UND,970-111-5090,719-555-0173,1091.png,t,3/27/20,3/27/20,,,
1092,Wilek,Fellgett,wfellgett2j@example.com,Fellgett1092@kuromaku-u.org,M,11/29/04,2027,2027,AFR,COM,UND,970-111-5091,816-555-0103,1092.png,t,3/27/20,3/27/20,,,
1093,Crawford,Coward,ccoward2k@example.com,Coward1093@kuromaku-u.org,M,4/16/05,2027,2027,WHT,ENG,UND,970-111-5092,859-555-0189,1093.png,t,3/27/20,3/27/20,,,
1094,Brana,Sighart,bsighart2l@example.com,Sighart1094@kuromaku-u.org,F,6/11/07,2029,2029,ASN,COM,CHE,970-111-5093,908-555-0182,1094.png,t,3/27/20,3/27/20,,,
1095,Griselda,Westby,gwestby2m@example.org,Westby1095@kuromaku-u.org,F,1/11/07,2029,2029,HSP,MAN,UND,970-111-5094,303-555-0107,1095.png,t,3/27/20,3/27/20,,,
1096,Shir,Satterlee,ssatterlee2n@example.com,Satterlee1096@kuromaku-u.org,F,5/19/07,2029,2029,AFR,NUC,MAN,970-111-5095,505-555-0115,1096.png,t,3/27/20,3/27/20,,,
1097,Loydie,MacGillivray,lmacgillivray2o@example.org,MacGillivray1097@kuromaku-u.org,M,4/28/06,2028,2028,AFR,CHE,ENG,970-111-5096,412-555-0144,1097.png,t,3/27/20,3/27/20,,,
1098,Alidia,Giggie,agiggie2p@example.net,Giggie1098@kuromaku-u.org,F,5/20/06,2028,2028,AFR,MAT,UND,970-111-5097,202-555-0153,1098.png,t,3/27/20,3/27/20,,,
1099,Cayla,Isoldi,cisoldi2q@example.com,Isoldi1099@kuromaku-u.org,F,6/7/07,2029,2029,ASN,MAN,AER,970-111-5098,317-555-0162,1099.png,t,3/27/20,3/27/20,,,
1100,Teddie,Nurcombe,tnurcombe2r@example.com,Nurcombe1100@kuromaku-u.org,M,7/6/07,2029,2029,AFR,MAT,UND,970-111-5099,830-555-0191,1100.png,t,3/27/20,3/27/20,,,
1101,Ardyth,Arrington,aarrington2s@example.org,Arrington1101@kuromaku-u.org,F,8/23/06,2028,2028,HSP,MEC,UND,970-111-5100,260-555-0199,1101.png,t,3/27/20,3/27/20,,,
1102,Toni,Capel,tcapel2t@example.com,Capel1102@kuromaku-u.org,F,8/7/08,2030,2030,HSP,AER,UND,970-111-5101,210-555-0102,1102.png,t,3/27/20,3/27/20,,,
1103,Ravi,Dahlgren,rdahlgren2u@example.org,Dahlgren1103@kuromaku-u.org,M,10/31/06,2029,2029,AFR,ENG,UND,970-111-5102,205-555-0184,1103.png,t,3/27/20,3/27/20,,,
1104,Carlyn,Sivior,csivior2v@example.com,Sivior1104@kuromaku-u.org,F,1/13/07,2029,2029,AFR,AER,UND,970-111-5103,850-555-0124,1104.png,t,3/27/20,3/27/20,,,
1105,Melody,Mengo,mmengo2w@example.net,Mengo1105@kuromaku-u.org,F,4/7/07,2029,2029,WHT,MAT,UND,970-111-5104,409-555-0122,1105.png,t,3/27/20,3/27/20,,,
1106,Elias,Bridson,ebridson2x@example.com,Bridson1106@kuromaku-u.org,M,10/21/06,2029,2029,HSP,MAT,CHE,970-111-5105,313-555-0105,1106.png,t,3/27/20,3/27/20,,,
1107,Corenda,Ketch,cketch2y@example.net,Ketch1107@kuromaku-u.org,F,10/5/04,2027,2027,ASN,MAN,UND,970-111-5106,571-555-0198,1107.png,t,3/27/20,3/27/20,,,
1108,Maude,Vyvyan,mvyvyan2z@example.com,Vyvyan1108@kuromaku-u.org,F,5/1/08,2030,2030,ASN,COM,MAN,970-111-5107,334-555-0114,1108.png,t,3/27/20,3/27/20,,,
1109,Donny,Eastridge,deastridge30@example.com,Eastridge1109@kuromaku-u.org,M,1/22/06,2028,2028,HSP,NUC,CHE,970-111-5108,616-555-0126,1109.png,t,3/27/20,3/27/20,,,
1110,Lynna,Pedgrift,lpedgrift31@example.org,Pedgrift1110@kuromaku-u.org,F,6/19/05,2027,2027,HSP,ENG,UND,970-111-5109,785-555-0183,1110.png,t,3/27/20,3/27/20,,,
1111,Carmelia,Hargroves,chargroves32@example.com,Hargroves1111@kuromaku-u.org,F,9/10/04,2027,2027,HSP,AER,CIV,970-111-5110,210-555-0136,1111.png,t,3/27/20,3/27/20,,,
1112,Berty,Dimitrijevic,bdimitrijevic33@example.com,Dimitrijevic1112@kuromaku-u.org,M,7/21/08,2030,2030,ASN,MAT,UND,970-111-5111,336-555-0137,1112.png,t,3/27/20,3/27/20,,,
1113,Muffin,Dobinson,mdobinson34@example.net,Dobinson1113@kuromaku-u.org,M,1/16/08,2030,2030,ASN,CIV,UND,970-111-5112,419-555-0188,1113.png,t,3/27/20,3/27/20,,,
1114,Reynolds,Hallock,rhallock35@example.com,Hallock1114@kuromaku-u.org,M,1/27/08,2030,2030,WHT,NUC,UND,970-111-5113,210-555-0101,1114.png,t,3/27/20,3/27/20,,,
1115,Burnard,Workman,bworkman36@example.com,Workman1115@kuromaku-u.org,M,9/17/04,2027,2027,ASN,MAN,UND,970-111-5114,646-555-0141,1115.png,t,3/27/20,3/27/20,,,
1116,Cynthea,Ahmad,cahmad37@example.com,Ahmad1116@kuromaku-u.org,F,12/3/06,2029,2029,ASN,CHE,UND,970-111-5115,209-555-0129,1116.png,t,3/27/20,3/27/20,,,
1117,Agretha,Meecher,ameecher38@example.com,Meecher1117@kuromaku-u.org,F,7/9/08,2030,2030,AFR,MEC,UND,970-111-5116,602-555-0158,1117.png,t,3/27/20,3/27/20,,,
1118,Meade,Jutson,mjutson39@example.com,Jutson1118@kuromaku-u.org,M,7/21/07,2029,2029,ASN,NUC,UND,970-111-5117,937-555-0156,1118.png,t,3/27/20,3/27/20,,,
1119,Alano,Shipp,ashipp3a@example.com,Shipp1119@kuromaku-u.org,M,4/28/08,2030,2030,ASN,MAN,UND,970-111-5118,714-555-0161,1119.png,t,3/27/20,3/27/20,,,
1120,Hilary,Milillo,hmilillo3b@example.org,Milillo1120@kuromaku-u.org,M,1/19/05,2027,2027,WHT,MAT,UND,970-111-5119,209-555-0138,1120.png,t,3/27/20,3/27/20,,,
1121,Normand,Harkes,nharkes3c@example.com,Harkes1121@kuromaku-u.org,M,12/26/06,2029,2029,HSP,MEC,UND,970-111-5120,704-555-0115,1121.png,t,3/27/20,3/27/20,,,
1122,Steward,Biasioni,sbiasioni3d@example.com,Biasioni1122@kuromaku-u.org,M,12/7/05,2028,2028,WHT,CIV,UND,970-111-5121,205-555-0121,1122.png,t,3/27/20,3/27/20,,,
1123,Hugo,Hunstone,hhunstone3e@example.org,Hunstone1123@kuromaku-u.org,M,10/16/07,2030,2030,WHT,CIV,UND,970-111-5122,904-555-0198,1123.png,t,3/27/20,3/27/20,,,
1124,Alard,Shavel,ashavel3f@example.org,Shavel1124@kuromaku-u.org,M,2/5/06,2028,2028,ASN,CIV,UND,970-111-5123,513-555-0183,1124.png,t,3/27/20,3/27/20,,,
1125,Isadora,Leverett,ileverett3g@example.com,Leverett1125@kuromaku-u.org,F,4/30/05,2027,2027,ASN,CHE,UND,970-111-5124,770-555-0133,1125.png,t,3/27/20,3/27/20,,,
1126,Shelba,Wanklin,swanklin3h@example.com,Wanklin1126@kuromaku-u.org,F,1/25/07,2029,2029,ASN,MAT,UND,970-111-5125,425-555-0156,1126.png,t,3/27/20,3/27/20,,,
1127,Ansel,Charle,acharle3i@example.com,Charle1127@kuromaku-u.org,M,8/16/08,2030,2030,WHT,MAN,UND,970-111-5126,602-555-0164,1127.png,t,3/27/20,3/27/20,,,
1128,Padgett,Jales,pjales3j@example.net,Jales1128@kuromaku-u.org,M,5/17/08,2030,2030,WHT,MAN,UND,970-111-5127,757-555-0183,1128.png,t,3/27/20,3/27/20,,,
1129,Jedd,Silvers,jsilvers3k@example.net,Silvers1129@kuromaku-u.org,M,1/8/06,2028,2028,WHT,COM,UND,970-111-5128,810-555-0153,1129.png,t,3/27/20,3/27/20,,,
1130,Sauncho,Peddar,speddar3l@example.com,Peddar1130@kuromaku-u.org,M,4/10/07,2029,2029,WHT,MAT,UND,970-111-5129,612-555-0144,1130.png,t,3/27/20,3/27/20,,,
1131,Tristan,Muddle,tmuddle3m@example.net,Muddle1131@kuromaku-u.org,M,1/30/07,2029,2029,ASN,MAN,ENG,970-111-5130,608-555-0121,1131.png,t,3/27/20,3/27/20,,,
1132,Colet,Cesco,ccesco3n@example.com,Cesco1132@kuromaku-u.org,M,5/13/06,2028,2028,AFR,ENG,MEC,970-111-5131,804-555-0155,1132.png,t,3/27/20,3/27/20,,,
1133,Terrye,Inge,tinge3o@example.net,Inge1133@kuromaku-u.org,F,3/18/05,2027,2027,HSP,CIV,UND,970-111-5132,203-555-0172,1133.png,t,3/27/20,3/27/20,,,
1134,Marlene,Grint,mgrint3p@example.com,Grint1134@kuromaku-u.org,F,9/1/06,2029,2029,AFR,NUC,UND,970-111-5133,314-555-0113,1134.png,t,3/27/20,3/27/20,,,
